,Salary,Born,City,Pr/St,Cntry,Nat,Ht,Wt,DftYr,DftRd,Ovrl,Hand,Last Name,First Name,Position,Team,GP,G,A,A1,A2,PTS,plus_mins,expected_plus_mins,PIM,Shifts,TOI,TOIX,TOI/GP,TOI/GP.1,TOI%,IPP%,SH%,SV%,PDO,F/60,A/60,Pct%,Diff,Diff/60,iCF,iCF.1,iFF,iSF,iSF.1,iSF.2,ixG,iSCF,iRB,iRS,iDS,sDist,sDist.1,Pass,iHF,iHF.1,iHA,iHDf,iMiss,iGVA,iTKA,iBLK,iGVA.1,iTKA.1,iBLK.1,BLK%,iFOW,iFOL,iFOW.1,iFOL.1,FO_pct,%FOT,dzFOW,dzFOL,nzFOW,nzFOL,ozFOW,ozFOL,FOW.Up,FOL.Up,FOW.Down,FOL.Down,FOW.Close,FOL.Close,OTG,1G,GWG,ENG,PSG,PSA,G.Bkhd,G.Dflct,G.Slap,G.Snap,G.Tip,G.Wrap,G.Wrst,CBar ,Post,Over,Wide,S.Bkhd,S.Dflct,S.Slap,S.Snap,S.Tip,S.Wrap,S.Wrst,iPenT,iPenD,iPENT,iPEND,iPenDf,NPD,Min,Maj,Match,Misc,Game,CF,CA,FF,FA,SF,SA,xGF,xGA,SCF,SCA,GF,GA,RBF,RBA,RSF,RSA,DSF,DSA,FOW,FOL,HF,HA,GVA,TKA,PENT,PEND,OPS,DPS,PS,OTOI,Grit,DAP,Pace,GS,GS/G,Is_Offense,Salary_log
204,0.925,96-09-13,Kramfors,,SWE,SWE,74,202,2014.0,1.0,29.0,L,Kempe,Adrian,LW/C,L.A,25,2,4,3,1,6,-3,0.5,6,433,18346,305.6,12.23,12.23,22.2,60.0,6.6,0.92,986.0,1.96,1.77,52.6,1,0.2,61.0,61,44.0,32.0,32,32,2.7,10.0,1.0,3.0,4.0,33.8,34.5,14.8,23,23.0,14.0,9.0,12,10,5,7,10.0,5.0,7.0,3.1,67,86,67.0,86.0,43.8,56.5,23,26,12,27,32,33,18,25,13,20,49,60,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,11,3,1,3,5,0,0,20,3,5,3.0,5.0,2,3.2,3,0,0,0,0,301.0,228.0,217.0,166.0,151.0,112.0,13.7,10.7,53.0,44.0,10.0,9.0,16.0,6.0,8.0,21.0,24,27,126.0,145.0,164.0,169.0,45.0,17.0,13.0,21.0,0.0,0.3,0.4,1072.21,36,9.3,103.9,10.4,0.41,1,-0.0779615414697118
205,2.75,82-04-03,Edmonton,AB,CAN,CAN,74,214,2000.0,6.0,194.0,R,Engelland,Deryk,D,CGY,81,4,12,6,6,16,2,-11.7,85,1943,89083,1480.0,18.33,18.31,32.9,35.6,8.0,0.917,997.0,1.82,2.84,39.1,-25,-1.01,218.0,218,141.0,107.0,107,107,3.9,4.0,2.0,9.0,11.0,51.5,47.2,145.4,135,135.0,120.0,15.0,34,49,19,134,49.0,19.0,134.0,8.6,1,0,1.0,0.0,100.0,0.1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,1,0,1,0,3,5,26,5,0,27,12,1,0,62,25,13,24.0,14.0,-12,-2.1,15,9,0,0,1,1039.0,1567.0,768.0,1171.0,563.0,840.0,42.4,79.1,128.0,261.0,45.0,70.0,30.0,61.0,62.0,64.0,92,125,676.0,758.0,549.0,459.0,226.0,189.0,91.0,81.0,0.3,3.6,3.9,3021.19,363,10.3,105.7,16.2,0.2,0,1.0116009116784799
206,5.0,81-03-05,Minneapolis,MN,USA,USA,73,200,2000.0,2.0,62.0,L,Martin,Paul,D,S.J,81,4,22,5,17,26,10,1.2,20,2021,93441,1552.3,19.23,19.21,34.0,42.6,8.1,0.918,999.0,2.36,2.59,47.7,-6,-0.23,127.0,127,76.0,57.0,57,57,2.1,1.0,1.0,7.0,8.0,52.9,46.6,100.5,41,41.0,87.0,-46.0,19,57,36,124,57.0,36.0,124.0,7.6,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,3,0,0,0,0,0,1,1,17,2,2,23,4,0,0,26,10,2,10.0,2.0,-8,-2.0,10,0,0,0,0,1522.0,1621.0,1102.0,1178.0,753.0,816.0,67.9,83.5,228.0,289.0,61.0,67.0,54.0,67.0,76.0,99.0,130,166,711.0,752.0,454.0,530.0,388.0,236.0,74.0,96.0,1.3,4.5,5.8,3011.49,185,7.7,121.5,31.4,0.38,0,1.6094379124341003
207,5.0,87-11-12,Edmonton,AB,CAN,CAN,72,191,2006.0,1.0,12.0,R,Little,Bryan,C/RW,WPG,59,21,26,16,10,47,-7,4.0,18,1455,62152,1019.5,17.55,17.46,30.2,73.4,10.9,0.884,993.0,3.77,3.41,52.5,6,0.35,188.0,189,157.0,118.0,119,119,13.7,53.0,11.0,9.0,20.0,24.9,22.5,166.3,35,35.0,35.0,0.0,39,19,31,23,19.0,31.0,23.0,2.5,610,487,596.0,484.0,55.6,94.6,178,170,203,146,229,171,229,175,176,139,380,310,1,4,3,1,0,0,5,1,1,3,3,0,8,1,1,3,34,17,11,13,20,11,0,47,9,8,9.0,7.0,-1,0.5,9,0,0,0,0,1024.0,904.0,803.0,684.0,589.0,502.0,56.0,44.8,178.0,147.0,64.0,58.0,39.0,32.0,56.0,53.0,95,85,630.0,512.0,284.0,225.0,150.0,128.0,54.0,54.0,4.6,0.6,5.3,2356.87,76,7.3,113.5,44.9,0.77,1,1.6094379124341003
208,11.0,89-05-13,Toronto,ON,CAN,CAN,72,210,2007.0,2.0,43.0,R,Subban,P.K.,D,NSH,66,10,30,13,17,40,-8,10.4,44,1860,96640,1603.1,24.4,24.36,40.7,52.6,8.9,0.896,986.0,2.84,2.81,50.3,1,0.04,295.0,295,197.0,143.0,142,142,6.6,9.0,3.0,4.0,7.0,58.3,49.4,219.4,78,78.0,71.0,7.0,54,58,30,104,58.0,30.0,104.0,7.8,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,7,0,0,0,3,1,1,3,49,4,3,83,11,0,0,41,18,20,18.0,15.0,2,5.4,16,2,0,0,0,1602.0,1340.0,1213.0,1032.0,852.0,724.0,75.0,64.9,235.0,211.0,76.0,75.0,58.0,44.0,75.0,60.0,133,104,855.0,795.0,446.0,486.0,218.0,179.0,90.0,99.0,3.6,2.4,6.1,2338.29,228,6.8,110.1,52.8,0.8,0,2.3978952727983707
209,0.6,93-04-27,Brampton,ON,CAN,CAN,77,212,2011.0,7.0,191.0,L,Graovac,Tyler,C,MIN,52,7,2,1,1,9,7,-4.3,10,739,30703,511.5,9.83,9.84,19.3,50.0,9.4,0.962,1055.0,2.11,1.29,62.1,7,0.82,84.0,84,71.0,48.0,48,48,5.8,26.0,2.0,2.0,4.0,24.7,23.0,19.7,52,52.0,42.0,10.0,23,4,16,15,4.0,16.0,15.0,2.8,163,180,163.0,180.0,47.5,80.1,30,36,69,70,64,74,49,57,63,70,99,115,0,1,2,0,0,0,1,0,0,1,1,0,4,0,1,0,22,10,1,2,6,2,0,27,5,3,5.0,3.0,-2,0.0,5,0,0,0,0,356.0,541.0,274.0,403.0,192.0,287.0,17.1,19.1,61.0,48.0,18.0,11.0,9.0,10.0,13.0,20.0,22,30,210.0,218.0,213.0,205.0,54.0,48.0,32.0,27.0,0.3,0.7,1.1,2135.7,77,13.6,105.2,2.0,0.04,1,-0.5108256237659907
210,6.0,88-03-21,Bloomington,MN,USA,USA,76,225,2006.0,1.0,1.0,R,Johnson,Erik,D,COL,46,2,15,7,8,17,-6,-1.2,9,1351,60945,1010.4,22.07,22.04,36.8,44.7,7.6,0.883,959.0,2.26,3.68,38.0,-24,-1.43,204.0,204,130.0,96.0,96,96,3.9,4.0,4.0,2.0,6.0,50.1,45.5,117.4,87,87.0,54.0,33.0,34,23,18,98,23.0,18.0,98.0,10.2,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,33,6,0,30,10,0,1,49,3,6,3.0,6.0,3,7.0,2,1,0,0,0,949.0,957.0,690.0,716.0,503.0,530.0,39.9,49.3,135.0,189.0,38.0,62.0,37.0,52.0,30.0,35.0,67,87,576.0,530.0,321.0,261.0,108.0,131.0,55.0,54.0,0.8,2.1,2.9,1736.01,195,52.5,113.2,24.0,0.52,0,1.791759469228055
211,0.95,91-02-22,Prague,,CZE,CZE,75,200,2009.0,3.0,75.0,L,Nestrasil,Andrej,C/RW/LW,CAR,19,1,4,3,1,5,-3,0.0,2,290,12430,207.2,10.9,10.9,21.6,83.3,5.6,0.89,946.0,1.74,2.61,40.0,-3,-0.87,39.0,39,33.0,27.0,27,27,2.4,7.0,4.0,0.0,4.0,23.1,23.2,89.5,10,10.0,14.0,-4.0,6,8,11,6,8.0,11.0,6.0,3.6,3,7,3.0,7.0,30.0,5.8,1,2,1,3,1,2,1,3,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,6,0,0,7,0,0,14,1,0,2.0,0.0,-1,-1.9,1,0,0,0,0,193.0,167.0,145.0,120.0,107.0,82.0,8.5,8.1,27.0,32.0,6.0,9.0,9.0,9.0,6.0,6.0,15,15,83.0,89.0,67.0,80.0,34.0,28.0,4.0,8.0,0.1,0.1,0.2,752.24,18,21.0,104.3,5.4,0.29,1,-0.05129329438755058
212,0.775,92-06-16,Long Beach,CA,USA,USA,73,212,2010.0,1.0,29.0,L,Etem,Emerson,LW/RW,ANA,3,0,0,0,0,0,1,-0.7,2,45,1585,26.4,8.8,8.8,19.9,0.0,20.0,0.909,1109.0,2.27,2.27,50.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4,4.0,3.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,5.3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,-1,-1.0,1,0,0,0,0,12.0,25.0,8.0,19.0,5.0,11.0,0.3,1.1,1.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,2,3,10.0,9.0,13.0,9.0,2.0,1.0,5.0,2.0,-0.1,0.1,0.0,106.05,6,4.0,84.1,-0.5,-0.15,1,-0.25489224962879004
213,1.7,92-10-05,Bern,,CHE,CHE,71,192,2011.0,1.0,13.0,L,Baertschi,Sven,LW,VAN,68,18,17,8,9,35,-6,-4.0,8,1461,64773,1077.0,15.88,15.87,28.6,67.3,9.9,0.905,1004.0,2.9,2.73,51.5,3,0.17,185.0,185,149.0,114.0,114,114,13.6,53.0,11.0,6.0,17.0,24.1,23.4,134.2,52,52.0,78.0,-26.0,35,23,39,29,23.0,39.0,29.0,3.1,1,0,1.0,0.0,100.0,0.1,0,0,0,0,1,0,1,0,0,0,1,0,0,4,5,0,0,0,4,2,0,0,1,0,11,0,0,4,31,12,10,2,10,4,0,76,3,12,6.0,9.0,9,3.6,3,0,0,0,0,970.0,945.0,734.0,715.0,527.0,518.0,51.9,45.2,180.0,144.0,52.0,49.0,36.0,33.0,40.0,47.0,76,80,574.0,533.0,307.0,404.0,141.0,114.0,51.0,38.0,2.9,1.2,4.1,2692.52,89,30.3,106.7,28.5,0.42,1,0.5306282510621704
214,1.025,84-02-17,Dover,NJ,USA,USA,74,183,2003.0,6.0,186.0,L,Miller,Drew,LW/RW,DET,55,5,2,1,1,7,-12,-4.8,18,835,33929,551.7,10.28,10.2,18.8,77.8,4.2,0.907,950.0,0.98,3.26,23.1,-21,-2.28,66.0,68,53.0,42.0,43,43,4.2,15.0,5.0,4.0,9.0,25.0,25.6,78.4,71,69.0,54.0,15.0,13,5,13,52,5.0,12.0,48.0,7.9,2,1,2.0,1.0,66.7,0.6,1,0,0,0,1,1,0,0,1,1,2,0,0,0,1,0,0,0,0,0,1,2,0,0,2,0,0,3,10,3,1,2,4,0,1,32,9,1,8.0,1.0,-8,-5.1,9,0,0,0,0,369.0,606.0,287.0,441.0,212.0,323.0,16.7,29.6,55.0,102.0,9.0,30.0,18.0,26.0,8.0,24.0,26,50,277.0,252.0,280.0,256.0,47.0,40.0,31.0,35.0,-0.3,0.2,0.0,2388.31,141,9.3,106.0,2.5,0.05,1,0.024692612590371414
215,0.925,95-12-05,Orangeville,ON,CAN,CAN,74,232,2014.0,1.0,10.0,L,Ritchie,Nick,LW,ANA,77,14,14,8,6,28,4,9.4,62,1456,59992,999.3,12.98,12.98,25.0,71.8,7.2,0.932,1004.0,2.34,1.92,54.9,7,0.42,261.0,261,208.0,149.0,149,149,17.7,74.0,17.0,14.0,31.0,26.0,23.6,210.5,247,247.0,90.0,157.0,59,23,16,24,23.0,16.0,24.0,2.7,4,4,4.0,4.0,50.0,0.9,0,0,1,1,3,3,1,0,1,3,2,3,0,3,3,1,0,0,2,0,0,2,2,1,7,0,2,4,53,23,1,4,12,10,6,93,24,14,24.0,13.0,-10,-9.5,21,2,1,0,0,995.0,878.0,737.0,658.0,541.0,470.0,49.5,37.0,173.0,125.0,39.0,32.0,39.0,31.0,48.0,52.0,87,83,513.0,395.0,564.0,409.0,178.0,74.0,72.0,57.0,1.9,1.3,3.2,3005.4,335,12.5,112.5,33.1,0.43,1,-0.0779615414697118
216,5.4,83-03-12,Turku,,FIN,FIN,75,215,2001.0,1.0,6.0,L,Koivu,Mikko,C,MIN,80,18,40,14,26,58,27,14.8,34,2012,91753,1528.8,19.12,19.11,31.9,60.4,12.6,0.917,1043.0,3.77,2.43,60.8,34,1.33,260.0,260,195.0,140.0,139,140,16.2,60.0,18.0,9.0,27.0,26.0,24.8,184.0,32,32.0,37.0,-5.0,55,28,39,65,28.0,39.0,65.0,4.6,938,761,938.0,761.0,55.2,97.7,392,377,282,210,264,174,288,216,289,257,606,466,1,4,4,1,0,0,1,0,4,2,0,0,10,1,4,5,45,13,2,19,14,11,2,78,17,6,17.0,6.0,-11,-8.0,17,0,0,0,0,1440.0,1401.0,1097.0,1047.0,763.0,745.0,78.8,57.7,276.0,175.0,96.0,62.0,75.0,36.0,56.0,37.0,131,73,959.0,780.0,277.0,423.0,152.0,158.0,60.0,85.0,4.1,2.4,6.6,3267.02,131,4.2,111.5,53.6,0.67,1,1.6863989535702288
217,7.875,84-08-31,Livonia,MI,USA,USA,74,202,2003.0,1.0,23.0,R,Kesler,Ryan,C/RW,ANA,82,22,36,23,13,58,8,12.5,83,2258,104814,1744.5,21.3,21.29,35.4,63.7,9.5,0.915,1010.0,3.13,2.55,55.2,17,0.58,352.0,352,279.0,186.0,186,186,31.2,119.0,41.0,16.0,57.0,21.5,21.0,416.6,146,146.0,115.0,31.0,93,39,22,75,39.0,22.0,75.0,4.5,1029,764,1029.0,764.0,57.4,86.5,429,344,314,213,286,207,318,245,329,249,679,493,0,3,2,2,0,0,1,0,1,1,7,1,11,1,5,9,78,26,2,10,15,41,3,89,33,21,30.0,15.0,-12,-12.5,29,3,0,1,0,1758.0,1678.0,1335.0,1264.0,962.0,870.0,102.7,90.5,353.0,312.0,91.0,74.0,92.0,68.0,91.0,66.0,183,134,1193.0,881.0,564.0,529.0,261.0,147.0,115.0,90.0,4.1,2.4,6.5,3184.26,307,5.8,118.2,62.4,0.76,1,2.063693184711697
218,0.8425,92-12-12,Detroit,MI,USA,USA,69,160,,,,R,Czarnik,Austin,C,BOS,49,5,8,5,3,13,-10,2.7,12,909,38267,636.8,13.02,13.01,22.9,68.4,6.0,0.913,973.0,1.79,1.98,47.5,-2,-0.19,119.0,119,99.0,66.0,66,66,6.1,19.0,3.0,3.0,6.0,30.7,29.8,137.8,19,19.0,30.0,-11.0,33,11,19,25,11.0,19.0,25.0,5.3,57,76,57.0,76.0,42.9,24.4,6,13,29,32,22,31,28,23,14,28,37,44,0,1,1,0,0,0,0,0,0,2,0,0,3,0,1,2,30,9,1,5,9,2,0,40,6,13,6.0,11.0,7,5.0,6,0,0,0,0,631.0,472.0,463.0,336.0,319.0,242.0,26.7,19.4,80.0,63.0,19.0,21.0,13.0,15.0,16.0,17.0,29,32,263.0,281.0,236.0,238.0,64.0,56.0,42.0,30.0,0.3,0.4,0.7,2143.25,56,6.3,103.9,18.6,0.38,1,-0.17138161675562022
219,2.0,84-01-04,Olomouc,,CZE,CZE,70,190,2002.0,2.0,58.0,L,Hudler,Jiri,RW/LW,DAL,32,3,8,5,3,11,-3,-3.6,4,552,22752,379.3,11.85,11.85,22.0,78.6,6.9,0.922,991.0,2.21,2.37,48.3,-1,-0.16,55.0,55,38.0,27.0,27,27,2.8,11.0,1.0,1.0,2.0,23.3,25.3,114.0,9,9.0,8.0,1.0,11,7,12,3,7.0,12.0,3.0,0.9,3,2,3.0,2.0,60.0,1.6,0,1,1,0,2,1,0,0,3,1,1,2,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,1,9,5,0,0,3,5,0,14,2,4,2.0,3.0,2,-0.1,2,0,0,0,0,419.0,336.0,303.0,249.0,202.0,192.0,20.2,16.1,72.0,64.0,14.0,15.0,11.0,15.0,16.0,14.0,27,29,143.0,171.0,116.0,113.0,49.0,36.0,18.0,25.0,0.5,0.2,0.7,1342.18,16,10.5,119.4,8.9,0.28,1,0.6931471805599453
220,2.57,91-07-23,Novokuznetsk,,RUS,RUS,71,212,2009.0,2.0,55.0,L,Orlov,Dmitry,D,WSH,82,6,27,19,8,33,30,6.5,51,1917,96107,1599.9,19.53,19.53,34.7,38.8,10.0,0.929,1030.0,3.19,1.76,64.4,38,1.43,249.0,249,167.0,125.0,125,125,6.2,7.0,3.0,9.0,12.0,44.6,42.4,317.8,122,122.0,85.0,37.0,42,50,34,94,50.0,34.0,94.0,7.4,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,5,36,6,0,52,22,0,0,45,24,12,23.0,11.0,-12,-2.5,23,1,0,0,0,1613.0,1267.0,1179.0,956.0,848.0,666.0,72.7,61.6,246.0,215.0,85.0,47.0,56.0,49.0,83.0,77.0,139,126,715.0,742.0,601.0,587.0,276.0,232.0,106.0,107.0,2.3,5.4,7.7,3010.37,268,6.8,108.0,50.1,0.61,0,0.9439058989071284
221,0.575,87-01-07,Owen sound,ON,CAN,CAN,72,205,2005.0,4.0,95.0,R,Bass,Cody,C,NSH,9,0,0,0,0,0,-1,-1.8,19,99,3654,60.9,6.77,6.77,13.7,0.0,0.0,0.971,971.0,0.0,0.99,0.0,-1,-0.99,3.0,3,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,57.0,56.6,0.0,14,14.0,10.0,4.0,0,1,2,4,1.0,2.0,4.0,5.8,0,2,0.0,2.0,0.0,3.6,0,0,0,1,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,5.0,4.0,-4,-1.0,2,3,0,0,0,27.0,69.0,21.0,45.0,13.0,35.0,0.9,2.3,1.0,9.0,0.0,1.0,0.0,2.0,1.0,2.0,1,4,27.0,28.0,42.0,35.0,9.0,6.0,6.0,5.0,-0.2,0.0,-0.1,383.47,40,8.0,94.6,-1.8,-0.21,1,-0.5533852381847867
222,1.3,94-05-16,Khabarovsk,,RUS,RUS,75,209,2012.0,1.0,12.0,L,Grigorenko,Mikhail,C,COL,75,10,13,8,5,23,-14,-9.8,18,1432,63401,1056.4,14.08,14.09,24.9,67.6,6.9,0.904,974.0,1.93,2.95,39.5,-18,-1.02,147.0,147,111.0,85.0,85,85,8.4,23.0,6.0,4.0,10.0,31.6,28.4,215.4,27,27.0,60.0,-33.0,26,26,35,26,26.0,35.0,26.0,2.7,111,81,111.0,81.0,57.8,20.3,37,25,29,21,45,35,39,22,38,36,62,46,0,0,0,0,0,0,2,0,0,1,2,0,5,0,1,3,22,6,1,11,9,6,0,52,9,2,8.0,2.0,-7,-3.4,9,0,0,0,0,881.0,949.0,656.0,727.0,490.0,544.0,39.8,44.8,112.0,143.0,34.0,52.0,31.0,42.0,34.0,30.0,65,72,511.0,437.0,320.0,298.0,111.0,119.0,48.0,39.0,0.7,0.9,1.6,3189.37,71,6.9,103.9,16.1,0.22,1,0.26236426446749106
223,4.0,89-08-14,New Westminster,BC,CAN,CAN,73,190,2007.0,1.0,3.0,R,Turris,Kyle,C,OTT,78,27,28,21,7,55,-3,-4.5,47,1902,91261,1519.7,19.5,19.49,33.1,72.4,9.0,0.924,1014.0,3.0,2.29,56.7,18,0.71,350.0,350,248.0,185.0,185,185,16.1,49.0,13.0,17.0,30.0,33.4,30.3,391.2,21,21.0,82.0,-61.0,63,57,25,61,57.0,25.0,61.0,4.4,650,575,650.0,575.0,53.1,81.9,198,163,197,173,255,239,204,152,198,201,399,378,2,4,6,2,0,0,1,0,5,7,1,1,12,1,7,10,45,12,1,44,38,5,3,82,18,13,16.0,12.0,-5,-0.3,16,1,0,1,0,1573.0,1395.0,1152.0,1035.0,844.0,763.0,71.6,62.8,219.0,207.0,76.0,58.0,73.0,61.0,73.0,66.0,146,127,780.0,716.0,588.0,477.0,253.0,150.0,92.0,99.0,4.9,1.7,6.5,3077.62,130,2.9,117.2,51.1,0.65,1,1.3862943611198906
224,0.925,97-07-19,Grosse Pointe,MI,USA,USA,74,218,2015.0,1.0,8.0,L,Werenski,Zach,D,CBJ,78,11,36,15,21,47,17,10.7,14,2069,97864,1624.5,20.92,20.88,35.7,48.0,10.5,0.923,1028.0,3.62,1.92,65.3,46,1.7,390.0,384,257.0,188.0,188,188,9.4,12.0,8.0,11.0,19.0,47.9,43.0,242.4,41,41.0,78.0,-37.0,69,40,27,90,40.0,27.0,90.0,7.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,4,0,0,6,1,1,12,55,6,0,36,43,0,0,103,7,4,9.0,4.0,-3,6.2,7,0,0,0,0,1707.0,1292.0,1251.0,956.0,930.0,673.0,87.0,69.0,306.0,231.0,98.0,52.0,77.0,66.0,57.0,46.0,134,112,862.0,900.0,469.0,428.0,155.0,171.0,66.0,101.0,4.5,4.5,9.1,2921.44,145,9.7,110.8,58.7,0.75,0,-0.0779615414697118
225,0.6,93-02-22,Langley,BC,CAN,CAN,74,214,2011.0,1.0,18.0,R,McNeill,Mark,C/RW,DAL,1,0,0,0,0,0,-1,-0.2,0,17,829,13.8,13.82,13.81,23.5,0.0,0.0,0.833,833.0,0.0,4.34,0.0,-1,-4.34,1.0,1,1.0,1.0,1,1,0.2,1.0,0.0,0.0,0.0,15.0,14.1,0.0,0,0.0,3.0,-3.0,0,1,0,1,1.0,0.0,1.0,5.6,0,2,0.0,2.0,0.0,20.0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0.0,0,0,0,0,0,9.0,18.0,7.0,9.0,4.0,6.0,0.8,1.0,3.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,1,1,4.0,6.0,5.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,-0.1,44.95,1,0.0,117.3,-0.5,-0.5,1,-0.5108256237659907
226,10.0,89-08-15,Kladno,,CZE,CZE,74,214,2007.0,1.0,7.0,L,Voracek,Jakub,RW,PHI,82,20,41,26,15,61,-24,-0.8,56,1995,93911,1556.6,19.07,19.05,33.0,68.5,8.9,0.894,983.0,3.43,2.81,54.9,16,0.62,479.0,470,345.0,252.0,253,253,20.8,63.0,12.0,12.0,24.0,35.6,33.3,538.3,30,30.0,107.0,-77.0,93,56,24,22,56.0,24.0,22.0,1.8,3,11,3.0,11.0,21.4,0.8,0,1,2,4,1,6,1,4,1,2,3,7,2,1,3,2,1,2,1,2,3,4,2,0,8,1,4,12,76,15,3,61,78,6,5,85,17,25,13.0,23.0,8,9.4,13,2,0,1,1,1907.0,1225.0,1419.0,905.0,1000.0,691.0,99.4,56.7,343.0,188.0,89.0,73.0,83.0,52.0,60.0,84.0,143,136,939.0,774.0,478.0,616.0,259.0,124.0,102.0,112.0,4.6,1.0,5.6,3161.36,110,4.2,120.7,60.4,0.74,1,2.302585092994046
227,0.925,97-01-02,Orebro,,SWE,SWE,76,191,2015.0,1.0,29.0,L,Carlsson,Gabriel,D,CBJ,2,0,1,0,1,1,-2,0.3,0,46,2055,34.3,17.13,17.13,33.5,50.0,10.0,0.692,792.0,3.5,7.01,33.3,-2,-3.5,6.0,6,4.0,3.0,3,3,0.1,0.0,0.0,0.0,0.0,60.3,59.5,0.0,5,5.0,3.0,2.0,1,0,0,2,0.0,0.0,2.0,7.1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0,0.2,0,0,0,0,0,34.0,28.0,28.0,18.0,20.0,13.0,2.2,0.8,6.0,2.0,2.0,4.0,2.0,0.0,1.0,4.0,3,4,14.0,15.0,16.0,16.0,4.0,2.0,3.0,2.0,0.1,-0.1,0.0,68.02,7,0.0,108.6,0.7,0.34,0,-0.0779615414697118
228,3.0,83-12-19,Mississauga,ON,CAN,CAN,73,195,2002.0,2.0,57.0,L,Stajan,Matt,C,CGY,81,6,17,10,7,23,3,-0.9,40,1473,61631,1026.7,12.68,12.68,22.8,76.7,8.0,0.902,982.0,1.75,2.81,38.5,-18,-1.05,108.0,108,92.0,59.0,59,59,6.6,23.0,4.0,9.0,13.0,25.6,25.6,231.4,60,60.0,39.0,21.0,33,22,30,39,22.0,30.0,39.0,4.0,385,383,385.0,383.0,50.1,85.1,170,188,147,120,68,75,110,114,161,143,228,223,0,0,3,0,0,0,0,0,0,1,4,0,1,0,1,5,27,4,0,6,4,12,0,33,20,13,20.0,8.0,-7,-13.1,20,0,0,0,0,724.0,977.0,533.0,704.0,374.0,490.0,29.5,44.3,91.0,140.0,30.0,48.0,21.0,32.0,43.0,41.0,64,73,455.0,447.0,453.0,336.0,145.0,136.0,67.0,44.0,0.3,1.4,1.6,3476.82,139,4.5,99.4,18.6,0.23,1,1.0986122886681098
229,0.8325,94-10-13,Calgary,AB,CAN,CAN,70,181,2013.0,1.0,24.0,L,Shinkaruk,Hunter,C/LW,CGY,7,0,1,0,1,1,-3,-0.7,2,96,4445,74.1,10.58,10.58,20.9,100.0,3.2,0.886,918.0,0.81,3.24,20.0,-3,-2.43,11.0,11,7.0,5.0,5,5,0.6,1.0,1.0,0.0,1.0,26.0,23.1,0.0,3,3.0,10.0,-7.0,2,1,2,3,1.0,2.0,3.0,4.2,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,4,1,1,1.0,1.0,0,0.0,1,0,0,0,0,55.0,72.0,42.0,58.0,31.0,35.0,1.7,3.1,2.0,9.0,1.0,4.0,1.0,1.0,2.0,2.0,3,3,35.0,26.0,31.0,30.0,6.0,8.0,5.0,6.0,-0.1,0.0,-0.1,279.94,8,5.0,102.9,-0.2,-0.03,1,-0.18332205712753813
